인증구분,인증번호,기업명,인증의 범위,유효기간
ISMS,ISMS-KISA-2022-010,라인게임즈 주식회사,인터넷 게임서비스 운영,2025-02-16~2028-02-15
ISMS,ISMS-KISA-2022-007,(주)지니뮤직,음악포털 서비스(genie)운영(심사받지 않은 물리적 인프라 제외),2025-01-19~2028-01-18
ISMS,ISMS-KISA-2022-006,롯데하이마트(주),온라인 쇼핑몰 운영(롯데하이마트),2025-01-19~2028-01-18
ISMS,ISMS-KISA-2022-005,(주)더존비즈온,"전자금융서비스, 전자문서서비스, IDC서비스",2025-01-19~2028-01-18
ISMS,ISMS-KISA-2022-003,(주)한국경제티브이,"온라인 서비스 운영(한국경제TV, 와우넷, 와우아카데미, 주식창)",2025-01-19~2028-01-18
ISMS-P,ISMS-P-KISA-2022-001,(주)미디어윌네트웍스,리크루팅 서비스(알바천국),2025-01-05~2028-01-04
ISMS,ISMS-KISA-2022-002,(주)큐브릿지,"온라인 쇼핑몰 운영(오피스플러스, 토스몰 기프트앤플러스)",2025-01-05~2028-01-04
ISMS,ISMS-FSI-2021-027,효성에프엠에스(주),전자금융결제서비스,2024-12-24~2027-12-23
ISMS-P,ISMS-P-KISA-2021-045,SK 네트웍스,워커힐 호텔 서비스 운영,2024-12-15~2027-12-14
ISMS,ISMS-KISA-2021-242,(주)동아닷컴,동아닷컴 인터넷 뉴스 서비스 인프라 운영,2024-12-15~2027-12-14
ISMS,ISMS-KISA-2021-241,SK 네트웍스,"온라인 서비스 운영(대리점 휴대폰 주문 및 악세사리 판매, ICT 마케팅)",2024-12-15~2027-12-14
ISMS,ISMS-KISA-2021-240,(주) 진에어,인터넷 예약발권 및 대외서비스 운영,2024-12-15~2027-12-14
ISMS,ISMS-KISA-2021-239,현대퓨처넷(주),"현대퓨처넷 고객서비스 운영(디지털 사이니지, 메시징)",2024-12-15~2027-12-14
ISMS,ISMS-KISA-2021-237,(주) 대한항공,대한항공 여객 및 화물 홈페이지,2024-12-15~2027-12-14
ISMS,ISMS-KISA-2021-232,한국의약품안전관리원,마약류통합관리시스템 운영,2024-12-15~2027-12-14
ISMS-P,ISMS-P-KISA-2021-037,농림축산식품부,농림사업정보시스템(AgriX) 서비스,2024-12-01~2027-11-30
ISMS,ISMS-KISA-2021-230,케이티지디에이치 주식회사,데이터센터 서비스(국내 및 국외 사업부문),2024-12-01~2027-11-30
ISMS,ISMS-KISA-2021-225,에스케이텔레콤 (주),이동통신서비스 인프라 운용,2024-12-01~2027-11-30
ISMS,ISMS-KISA-2021-224,국민대학교,"학사행정시스템 운영(학적, 성적관리, 학사관리)",2024-12-01~2027-11-30
ISMS-P,ISMS-P-FSI-2021-010,삼성생명보험,홈페이지 및 다이렉트 보험 서비스(GA 채널 제외),2024-11-30~2027-11-29
ISMS,ISMS-KISA-2021-221,현대무벡스(주),집적정보통신시설(IDC) 운영,2024-11-17~2027-11-16
ISMS,ISMS-KISA-2021-219,한양사이버대학교,원격교육시스템 운영,2024-11-03~2027-11-02
ISMS,ISMS-KISA-2021-218,에스케이엠앤서비스 주식회사,SK엠앤서비스 베네피아 외 대외 서비스,2024-11-03~2027-11-02
ISMS,ISMS-KISA-2021-217,코리아이플랫폼 (주),온라인 구매대행 서비스 운영(코리아비투비),2024-11-03~2027-11-02
ISMS,ISMS-KISA-2021-215,한국모바일인증 주식회사,"본인확인 서비스, MyOTP, 본인확인 도용방지 서비스(INFOCAP) 운영",2024-11-03~2027-11-02
ISMS-P,ISMS-P-FSI-2021-009,미래에셋증권,"전자금융서비스(트레이딩, 뱅킹, 금융상품)",2024-11-02~2027-11-01
ISMS-P,ISMS-P-FSI-2021-008,신한투자증권(주),"전자금융서비스(트레이딩, 뱅킹, 금융상품, 종합자산관리, 투자정보)(심사받지 않은 물리적 인프라 제외)",2024-11-02~2027-11-01
ISMS,ISMS-FSI-2021-020,아이엠증권,"트레이딩 시스템 운영(HTS, MTS, WTS)",2024-11-02~2027-11-01
ISMS,ISMS-FSI-2021-019,농협은행,금고시스템 운영,2024-11-02~2027-11-01
ISMS-P,ISMS-P-KISA-2021-033,(주)경동도시가스,대표 홈페이지 및 고객관리 서비스,2024-10-21~2027-10-20
ISMS,ISMS-KISA-2021-211,(주)정상제이엘에스,정상제이엘에스 온라인 교육서비스 및 교재몰 운영,2024-10-21~2027-10-20
ISMS,ISMS-KISA-2021-208,(주)대림,대림 통합데이터센터(IDC) 인프라 운영,2024-10-21~2027-10-20
ISMS,ISMS-KISA-2021-207,크록스코리아 주식회사,Crocs 온라인 쇼핑몰 서비스 운영(심사받지 않은 물리적 인프라 및 SaaS서비스 인프라 영역제외),2024-10-21~2027-10-20
ISMS,ISMS-KISA-2021-203,(주)조선일보사,조선닷컴 인터넷 뉴스 서비스 운영(심사받지 않은 물리적 인프라 제외),2024-10-20~2027-10-19
ISMS,ISMS-KISA-2021-200,(주)지앤지커머스,"온라인 쇼핑몰 및 교육센터 운영(도매꾹, 도매매, 나까마, 도매꾹도매매교육센터 등)",2024-10-20~2027-10-19
ISMS,ISMS-KISA-2021-199,한솔피엔에스주식회사 아이티서비스부문,VIDC 운영,2024-10-20~2027-10-19
ISMS,ISMS-KISA-2021-197,주식회사 엘오에이,"온라인 쇼핑몰 운영(리린,안나리치)",2024-10-20~2027-10-19
ISMS,ISMS-KISA-2021-195,주식회사 아이티이지,"서버호스팅, 도메인 등록 대행, 클라우드 서비스, SMS/알림톡 서비스",2024-10-20~2027-10-19
ISMS,ISMS-KISA-2021-193,(주) 코스트코 코리아,코스트코 온라인몰 서비스 운영(심사받지 않은 물리적 인프라 제외),2024-10-20~2027-10-19
ISMS,ISMS-KISA-2021-190,(주)이카운트,이카운트 웹ERP 및 웹메일 서비스 운영,2024-10-20~2027-10-19
ISMS,ISMS-KISA-2021-188,(주)에프엔에스리테일,온라인쇼핑몰 운영(사뿐),2024-10-20~2027-10-19
ISMS,ISMS-KISA-2021-187,(주)스트리미,가상자산 거래소 운영(GOPAX),2024-10-06~2027-10-05
ISMS,ISMS-KISA-2021-183,케이티스카이라이프(주),"방송(위성), 인터넷(ISP), 모바일(MVNO), VOD플랫폼, 홈페이지 및 온라인 쇼핑몰 운영",2024-10-06~2027-10-05
ISMS,ISMS-KISA-2021-182,롯데쇼핑(주),"롯데백화점 온라인 서비스 운영(홈페이지, 문화센터, 웨딩)",2024-10-06~2027-10-05
ISMS,ISMS-KISA-2021-181,(주)딜라이브강남케이블티브이,"초고속 인터넷, 인터넷 전화 서비스 운영",2024-10-06~2027-10-05
ISMS,ISMS-KISA-2021-180,(주)와이앤제이21,온라인 쇼핑몰 운영(캔마트),2024-10-06~2027-10-05
ISMS,ISMS-KISA-2021-179,한국선불카드 주식회사,"선불카드 서비스 운영(모바일팝, 팔라고)",2024-10-06~2027-10-05
ISMS,ISMS-KISA-2021-178,(주)한성,온라인 쇼핑몰 서비스 운영(슈퍼스토어),2024-10-06~2027-10-05
ISMS,ISMS-KISA-2021-177,(주)한진,종합 물류 서비스 운영,2024-10-06~2027-10-05
ISMS,ISMS-KISA-2021-174,동아대학교,"학사행정시스템 운영(학적, 성적관리, 수강신청, 학사관리, 증명발급)",2024-10-06~2027-10-05
ISMS,ISMS-KISA-2021-173,국제사이버대학교,원격 교육시스템 운영,2024-10-06~2027-10-05
ISMS,ISMS-FSI-2021-016,전북은행,"인터넷 뱅킹서비스(웹, 모바일), 지자체 금고시스템 및 전산센터 운영",2024-09-27~2027-09-26
ISMS,ISMS-FSI-2021-015,부산은행,"인터넷뱅킹서비스 운영(웹, 모바일) 및 전산센터 운영",2024-09-27~2027-09-26
ISMS,ISMS-FSI-2021-013,(주)국민은행,IT전산센터 및 금고시스템 운영,2024-09-27~2027-09-26
ISMS,ISMS-FSI-2021-011,토스페이먼츠 주식회사,"전자지급결제대행(PG), VAN, 자금관리(CMS) 서비스(심사받지 않은 물리적 인프라 제외)",2024-09-27~2027-09-26
ISMS,ISMS-KISA-2021-168,대구사이버대학교,원격교육시스템 운영,2024-09-08~2027-09-07
ISMS,ISMS-KISA-2021-167,아슈리온코리아(유),휴대폰 단말 보험 서비스,2024-09-08~2027-09-07
ISMS,ISMS-KISA-2021-165,주식회사 마인드시프트,가상자산 보관서비스 운영(custella) (심사받지 않은 물리적 인프라 제외),2024-09-08~2027-09-07
ISMS,ISMS-KISA-2021-162,주식회사 그레이브릿지,가상자산 거래소 서비스 운영(비블록),2024-09-08~2027-09-07
ISMS,ISMS-KISA-2021-161,(주)일룸,"일룸 온라인 서비스 운영(일룸몰, 데스커몰, 슬로우몰, 커넥트플러스)",2024-09-08~2027-09-07
ISMS,ISMS-KISA-2021-159,주식회사 버킷플레이스,오늘의집 서비스 운영,2024-09-08~2027-09-07
ISMS,ISMS-KISA-2021-157,(주) 육육걸즈,온라인 쇼핑몰 운영(육육걸즈),2024-09-08~2027-09-07
ISMS,ISMS-KISA-2021-156,주식회사 프라뱅,가상자산 거래소 운영(프라뱅),2024-09-08~2027-09-07
ISMS-P,ISMS-P-KISA-2021-028,(주)누리미디어,학회 학술지 및 한국학 콘텐츠 서비스,2024-09-01~2027-08-31
ISMS-P,ISMS-P-KISA-2021-027,두나무 주식회사,가상자산 거래소 및 지갑 서비스 운영(업비트),2024-09-01~2027-08-31
ISMS,ISMS-KISA-2021-152,인크로스 주식회사,"온라인광고 서비스 운영(Dawin, i-cast, cm)",2024-09-01~2027-08-31
ISMS,ISMS-KISA-2021-151,주식회사 카르도,가상자산 수탁(커스터디) 서비스,2024-09-01~2027-08-31
ISMS,ISMS-KISA-2021-149,(주)데이콤크로싱,광대역국제회선 서비스 제공 플랫폼 및 홈페이지 운영,2024-09-01~2027-08-31
ISMS,ISMS-KISA-2021-147,(주)미디어로그,미디어로그 온라인 서비스 운영,2024-09-01~2027-08-31
ISMS,ISMS-KISA-2021-144,주식회사 하이퍼리즘,가상자산 금융 서비스 운영 (가상자산운용)(심사받지 않은 물리적 인프라 제외),2024-09-01~2027-08-31
ISMS,ISMS-KISA-2021-140,(주)한국디지털에셋,가상자산 수탁 서비스(심사받지 않은 물리적 인프라 제외),2024-09-01~2027-08-31
ISMS,ISMS-KISA-2021-138,주식회사 젝시믹스,온라인 쇼핑몰 서비스 운영(젝시믹스),2024-08-18~2027-08-17
ISMS,ISMS-KISA-2021-132,주식회사 스토리나인,스토리나인 온라인 쇼핑몰 서비스 (정보통신망법 제47조의7에 따른 인증의 특례),2024-08-18~2027-08-17
ISMS,ISMS-KISA-2021-131,주식회사 유베이스,콜센터 시스템 운영,2024-08-18~2027-08-17
ISMS-P,ISMS-P-FSI-2021-007,KB국민카드,"온라인서비스(카드결제, 금융서비스)(심사받지 않은 물리적 인프라 제외)",2024-08-13~2027-08-12
ISMS,ISMS-FSI-2021-009,이지스엔터프라이즈(주),공동주택/집합건물 관리 전산서비스 및 온라인 전자결제 부문,2024-08-13~2027-08-12
ISMS,ISMS-KISA-2021-128,(주) 에듀스파 박문각,온라인 교육 시스템 운영(박문각 에듀스파),2024-08-04~2027-08-03
ISMS,ISMS-KISA-2021-127,에이피위성주식회사,위성이동통신 과금시스템 운영,2024-08-04~2027-08-03
ISMS,ISMS-KISA-2021-126,주식회사 헥토월렛원,"가상자산 보관 서비스 및 지갑구축 솔루션(오하이 월렛, 옥텟)",2024-08-04~2027-08-03
ISMS,ISMS-KISA-2021-125,주식회사 더벨,더벨 온라인 뉴스(정보통신망법 제47조의7에 따른 인증의 특례),2024-08-04~2027-08-03
ISMS,ISMS-KISA-2021-123,사이버한국외국어대학교,원격교육시스템 운영,2024-08-04~2027-08-03
ISMS,ISMS-KISA-2021-118,미스토코리아 주식회사,온라인 쇼핑몰 서비스 운영,2024-07-21~2027-07-20
ISMS,ISMS-KISA-2021-114,(주)마이다스인,온라인 채용 및 인적자원관리 서비스 운영,2024-07-07~2027-07-06
ISMS,ISMS-KISA-2021-113,(주)트랜드메카,트랜드메카 온라인 쇼핑몰 서비스 운영,2024-07-07~2027-07-06
ISMS-P,ISMS-P-FSI-2021-006,주식회사 아이엠뱅크,"인터넷뱅킹 서비스(웹, 모바일)",2024-06-30~2027-06-29
ISMS,ISMS-FSI-2021-008,주식회사 아이엠뱅크,전산센터 운영,2024-06-30~2027-06-29
ISMS,ISMS-FSI-2021-007,우리에프아이에스,네트워크 인프라 운영,2024-06-30~2027-06-29
ISMS,ISMS-KISA-2021-110,주식회사 배럴,온라인 쇼핑 서비스 운영(배럴),2024-06-16~2027-06-15
ISMS,ISMS-KISA-2021-109,주식회사 강원랜드,하이원리조트 인터넷 예약 서비스,2024-06-16~2027-06-15
ISMS,ISMS-KISA-2021-106,(주)에스와이에스리테일,인터넷 쇼핑몰 운영(전자랜드),2024-06-02~2027-06-01
ISMS,ISMS-KISA-2021-105,주식회사 티시스 아이티,집적정보통신시설(IDC) 운영,2024-06-02~2027-06-01
ISMS-P,ISMS-P-FSI-2021-004,엔에이치투자증권,"전자금융서비스(트레이딩, 뱅킹, 금융상품)",2024-05-31~2027-05-30
ISMS-P,ISMS-P-FSI-2021-002,하나은행,"인터넷뱅킹 서비스(웹, 하나원큐, 하나원사인 등)",2024-05-31~2027-05-30
ISMS,ISMS-FSI-2021-006,하나은행,통합금고시스템 운영,2024-05-31~2027-05-30
ISMS,ISMS-FSI-2021-005,엘에스증권 주식회사,"트레이딩 시스템 운영(HTS, MTS, WTS)",2024-05-31~2027-05-30
ISMS-P,ISMS-P-KISA-2021-019,주식회사 여기어때컴퍼니,"온라인 여행플랫폼 서비스 (여기어때, 여기어때 사장님, 여기어때 공간대여, 여기어때 파트너센터, 여기어때컴퍼니 기업홈페이지, 여기어때 홈페이지)",2024-05-18~2027-05-17
ISMS,ISMS-KISA-2021-103,번개장터 주식회사,번개장터 중고거래 플랫폼 서비스 운영(심사받지 않은 물리적 인프라 제외),2024-05-18~2027-05-17
ISMS,ISMS-KISA-2021-102,(주) 비앤씨인터내셔널,메가커피 온라인 쇼핑몰 운영 (정보통신망법 제47조의7에 따른 인증의 특례),2024-05-18~2027-05-17
ISMS,ISMS-KISA-2021-101,에어부산 주식회사,인터넷 예약·발권 서비스(에어부산),2024-05-18~2027-05-17
ISMS,ISMS-KISA-2021-100,(주)씨제이이엔엠,미디어/방송 콘텐츠 및 커머스 서비스 운영,2024-05-04~2027-05-03
ISMS,ISMS-KISA-2021-099,(주)이글루코퍼레이션,통합보안관제센터,2024-05-04~2027-05-03
ISMS,ISMS-KISA-2021-095,(주)티디에이치컴퍼니,온라인 쇼핑몰 운영(오까네)(정보통신망법 제47조의7에 따른 인증의 특례),2024-05-04~2027-05-03
ISMS,ISMS-KISA-2021-094,건국대학교,"학사정보시스템 운영(학적, 성적관리, 학사관리)",2024-05-04~2027-05-03
ISMS,ISMS-KISA-2021-093,(주) 나이스홀딩스,나이스 데이터센터(NICE IDC) 운영,2024-05-04~2027-05-03
ISMS,ISMS-KISA-2021-092,한국지역정보개발원,지역클라우드센터 운영 (공통 인프라),2024-04-22~2027-04-21
ISMS,ISMS-KISA-2021-088,(주) 에스티유니타스,온라인 교육 서비스 운영,2024-04-22~2027-04-21
ISMS,ISMS-KISA-2021-084,원광대학교병원,의료정보시스템(OCS/EMR) 및 홈페이지 서비스 운영,2024-04-22~2027-04-21
ISMS,ISMS-KISA-2021-083,순천향대학교,"학사행정시스템 운영(학적, 성적관리, 학사관리)",2024-04-22~2027-04-21
ISMS-P,ISMS-P-KISA-2021-014,(주)스테이션3,"인터넷 정보제공서비스(다방, 다방프로, 다방허브) 운영",2024-04-21~2027-04-20
ISMS-P,ISMS-P-KISA-2021-013,(주)더블유쇼핑,온라인 쇼핑몰 서비스 운영(W쇼핑),2024-04-21~2027-04-20
ISMS,ISMS-KISA-2021-077,(주)다날,통합 결제 플랫폼 및 본인확인 서비스,2024-04-21~2027-04-20
ISMS,ISMS-KISA-2021-074,(주)에스제이더블유인터내셔널,콘텐츠 제공 서비스 운영(시원스쿨닷컴),2024-04-21~2027-04-20
ISMS,ISMS-KISA-2021-072,주식회사 포블게이트,가상자산 거래소 운영(포블게이트),2024-04-21~2027-04-20
ISMS,ISMS-KISA-2021-071,케이티텔레캅주식회사,"케이티텔레캅 서비스(출동관제, 영상보안, 대표홈페이지) 운영",2024-04-21~2027-04-20
ISMS,ISMS-KISA-2021-070,전문건설공제조합,"조합원 온라인 서비스(인터넷 창구, 전자서류, 조합업무시스템) 및 기술교육원 학사관리 서비스 운영",2024-04-21~2027-04-20
ISMS-P,ISMS-P-KISA-2021-012,(주) 코어닥스,디지털자산거래소 운영,2024-04-07~2027-04-06
ISMS,ISMS-KISA-2021-069,연세대학교 의과대학 강남세브란스병원,"의료정보시스템(EMR, OCS) 및 홈페이지 서비스 운영",2024-04-07~2027-04-06
ISMS,ISMS-KISA-2021-064,(주)유니컴즈,알뜰폰 이동통신 서비스 운영(mobing),2024-04-07~2027-04-06
ISMS,ISMS-KISA-2021-062,인하대학교의과대학부속병원,"의료정보시스템(OCS, EMR) 및 홈페이지 서비스 운영",2024-04-07~2027-04-06
ISMS,ISMS-KISA-2021-061,미스터블루(주),온라인 만화 콘텐츠 서비스,2024-04-07~2027-04-06
ISMS,ISMS-KISA-2021-060,엔시큐어 주식회사,정보보호 컨설팅 서비스(정보통신망법 제47조의7에 따른 인증의 특례),2024-04-07~2027-04-06
ISMS,ISMS-KISA-2021-059,주식회사아이엠아이,"온라인 게임 아이템거래 및 게임 서비스 운영(아이템매니아, 게임매니아)",2024-04-07~2027-04-06
ISMS,ISMS-KISA-2021-056,Google LLC,국내 기업고객을 위한 Google Cloud Platform 서비스 서울 리전의 인프라 운영(심사받지 않은 물리적 인프라 제외),2024-04-07~2027-04-06
ISMS-P,ISMS-P-FSI-2021-001,한국자산관리공사,"온비드 서비스(웹, 앱)",2024-04-01~2027-03-31
ISMS,ISMS-FSI-2021-004,키움증권(주),"트레이딩 시스템 운영(HTS, MTS, WTS)",2024-04-01~2027-03-31
ISMS,ISMS-KISA-2021-054,(주)파고다아카데미,"파고다아카데미 온라인 서비스 운영 (파고다21, 잡파고다, 파미스)(정보통신망법 제47조의7에 따른 인증의 특례)",2024-03-17~2027-03-16
ISMS,ISMS-KISA-2021-053,이케이 주식회사,"유아교육 서비스 운영 (키드키즈, 와글바글, 평생교육원, 키드키즈알림장)",2024-03-17~2027-03-16
ISMS,ISMS-KISA-2021-046,(주)보라비트,가상자산 거래소 운영(BORABIT),2024-03-17~2027-03-16
ISMS,ISMS-KISA-2021-044,(주) 탑코,온라인 웹툰 서비스 운영(탑툰),2024-03-17~2027-03-16
ISMS,ISMS-KISA-2021-042,주식회사 티머니,"온라인(티머니 결제, 교통 모빌리티) 및 VAN 서비스 운영",2024-03-17~2027-03-16
ISMS-P,ISMS-P-KISA-2021-006,쿠팡 주식회사,쿠팡 서비스,2024-03-03~2027-03-02
ISMS,ISMS-KISA-2021-039,아주대학교의료원,의료정보시스템(OCS/EMR) 및 홈페이지 서비스 운영,2024-03-03~2027-03-02
ISMS,ISMS-KISA-2021-034,(주)케이엘넷(KL-Net),전자 물류서비스 운영,2024-03-03~2027-03-02
ISMS-P,ISMS-P-KISA-2021-005,(주)현대백화점,"현대백화점 서비스 운영(백화점, 아울렛, H.Point, 백화점 카드, TCP, 문화센터, 어린이책미술관, 더현대닷컴, 현대식품관 to Home, e-슈퍼)",2024-02-17~2027-02-16
ISMS-P,ISMS-P-KISA-2021-004,국민건강보험공단,국민건강보험 대외서비스 홈페이지 운영,2024-02-17~2027-02-16
ISMS,ISMS-KISA-2021-032,(주)소노인터내셔널,"인터넷 예약시스템 운영(리조트, 골프, 승마, 컨벤션, 케이블카, 단체예약)",2024-02-17~2027-02-16
ISMS,ISMS-KISA-2021-030,한양대학교병원,"의료정보시스템(EMR, OCS), 홈페이지 및 모바일애플리케이션 운영",2024-02-17~2027-02-16
ISMS,ISMS-KISA-2021-026,(주)스마일서브,집적정보통신시설(IDC) 인프라 운영,2024-02-17~2027-02-16
ISMS,ISMS-KISA-2021-024,(주)농협정보시스템,"집적정보통신시설(IDC)운영 (코로케이션, 클라우드(IaaS), 네트워크 및 보안서비스 제공)",2024-02-17~2027-02-16
ISMS,ISMS-KISA-2021-023,에스케이텔레콤 (주),"T 전화, NUGU 서비스 운영",2024-02-17~2027-02-16
ISMS,ISMS-FSI-2021-002,유안타증권,"트레이딩 시스템 운영(HTS, MTS, WTS)",2024-02-10~2027-02-09
ISMS,ISMS-KISA-2021-020,한국철도공사,한국철도 고객 서비스 운영,2024-02-03~2027-02-02
ISMS,ISMS-KISA-2021-018,동아대학교의료원,"의료정보시스템(OCS, EMR) 및 홈페이지 서비스 운영",2024-02-03~2027-02-02
ISMS,ISMS-KISA-2021-015,부산대학교병원,"의료정보시스템(OCS, EMR) 및 홈페이지 서비스 운영",2024-01-20~2027-01-19
ISMS,ISMS-KISA-2021-014,(주) 한섬,"온라인 쇼핑몰 서비스 운영(더한섬닷컴, H패션몰, EQLstore, 홈페이지)",2024-01-20~2027-01-19
ISMS,ISMS-KISA-2021-013,(주)비지에프리테일,"BGF리테일 대외 서비스 운영(CU멤버십, 대표 홈페이지, 가맹점주 시스템)",2024-01-20~2027-01-19
ISMS,ISMS-KISA-2021-012,(주)네오위드넷,ITO 서비스 운영,2024-01-20~2027-01-19
ISMS,ISMS-KISA-2021-011,(주)커리어넷,취업 포털 서비스 운영(정보통신망법 제47조의7에 따른 인증의 특례),2024-01-20~2027-01-19
ISMS,ISMS-KISA-2021-010,주식회사 유비온,"원격 교육서비스 운영(사이버연수원, 와우패스, 원격평생교육원, 코스모스)",2024-01-20~2027-01-19
ISMS,ISMS-KISA-2021-009,메가박스중앙 (주),인터넷 영화예매 서비스,2024-01-20~2027-01-19
ISMS,ISMS-KISA-2021-007,경북대학교병원,"의료정보시스템(OCS, EMR) 및 대표 홈페이지 운영",2024-01-06~2027-01-05
ISMS,ISMS-KISA-2021-003,에스케이브로드밴드 주식회사,CATV 서비스 운영,2024-01-06~2027-01-05
ISMS,ISMS-KISA-2021-002,텐센트 클라우드 컴퓨팅 (베이징) 주식회사,텐센트 클라우드 한국리전의 인프라 운영(심사받지 않은 물리적 인프라 제외),2024-01-06~2027-01-05
ISMS,ISMS-KISA-2020-247,데상트코리아(주),"온라인 쇼핑몰(데상트코리아 공식E-SHOP, 브랜드 웹사이트), 대외서비스 운영(협력사포털, 채용사이트)",2023-12-28~2026-12-27
ISMS,ISMS-KISA-2020-244,영남대학교의료원,"의료정보시스템(OCS, EMR) 및 홈페이지 서비스 운영",2023-12-28~2026-12-27
ISMS,ISMS-KISA-2020-243,대구가톨릭대학교의료원,의료정보시스템(OCS/EMR) 및 홈페이지 서비스 운영,2023-12-28~2026-12-27
ISMS,ISMS-KISA-2020-242,경희의료원,"의료정보시스템(OCS, EMR) 및 홈페이지 서비스 운영",2023-12-28~2026-12-27
ISMS,ISMS-KISA-2020-238,한진세이버(주),항공사 예약 및 발권 서비스 지원시스템 운영,2023-12-28~2026-12-27
ISMS,ISMS-KISA-2020-237,세종대학교,"학사행정시스템 운영(학적, 학사관리, 졸업관리)",2023-12-28~2026-12-27
ISMS,ISMS-FSI-2020-027,새마을금고중앙회,"대표 홈페이지 및 전자금융서비스(웹, 앱)",2023-12-23~2026-12-22
ISMS,ISMS-FSI-2020-026,메리츠증권 (주),"트레이딩 시스템 운영(HTS, MTS, 홈페이지)",2023-12-23~2026-12-22
ISMS-P,ISMS-P-KISA-2020-047,넷마블(주),국내 게임서비스 운영(넷마블),2023-12-16~2026-12-15
ISMS-P,ISMS-P-KISA-2020-044,삼성웰스토리(주),"홈페이지, 웰스토리몰, 식자재주문 서비스",2023-12-16~2026-12-15
ISMS-P,ISMS-P-KISA-2020-043,주식회사 케이티,"정보통신서비스 인프라 운영(케이티닷컴, 무선데이터 부가서비스, 유무선서비스)",2023-12-16~2026-12-15
ISMS,ISMS-KISA-2020-233,(주) 컴투스,온라인 및 모바일 게임서비스(심사받지 않은 물리적 인프라 제외),2023-12-16~2026-12-15
ISMS,ISMS-KISA-2020-232,주식회사 컴투스홀딩스,온라인 및 모바일 게임서비스(심사받지 않은 물리적 인프라 제외),2023-12-16~2026-12-15
ISMS,ISMS-KISA-2020-231,경상국립대학교병원,"의료정보시스템(OCS, EMR) 및 홈페이지 서비스 운영",2023-12-16~2026-12-15
ISMS,ISMS-KISA-2020-228,(주)케이씨에이,웹 취약점 진단 서비스 운영,2023-12-16~2026-12-15
ISMS,ISMS-KISA-2020-226,호스트웨이아이디씨(주),집적정보통신시설(IDC) 네트워크 제공 코로케이션 운영,2023-12-16~2026-12-15
ISMS,ISMS-KISA-2020-222,서울특별시 데이터센터,서울특별시데이터센터 IT인프라 운영,2023-12-16~2026-12-15
ISMS,ISMS-KISA-2020-221,"Amazon Web Services, Inc.",아마존 웹 서비스(AWS) 서울 리전의 인프라 운영 (심사받지 않은 물리적 인프라 제외),2023-12-16~2026-12-15
ISMS,ISMS-KISA-2020-220,네이버클라우드 주식회사,"IT 플랫폼 운영 서비스, 인터넷 데이터센터 운영",2023-12-16~2026-12-15
ISMS,ISMS-KISA-2020-219,(주)에이프로코리아,가상자산 거래소 서비스(에이프로빗) 운영,2023-12-16~2026-12-15
ISMS-P,ISMS-P-KISA-2020-040,(주)에듀윌,온라인 교육서비스 운영,2023-12-02~2026-12-01
ISMS,ISMS-KISA-2020-217,(주)아이템베이,아이템베이 온라인 서비스 운영 및 개발,2023-12-02~2026-12-01
ISMS,ISMS-KISA-2020-213,(주)멀티캠퍼스,"Total HRD 서비스 운영(멀티캠퍼스 이러닝 서비스, 집합교육 서비스, OPIc 평가 서비스, 지식컨텐츠 서비스)",2023-12-02~2026-12-01
ISMS,ISMS-KISA-2020-212,충남대학교병원,의료정보시스템(OCS/EMR) 및 홈페이지 서비스 운영,2023-12-02~2026-12-01
ISMS,ISMS-KISA-2020-210,주식회사 피어테크,클라우드 기반의 거래소 및 지갑관리 시스템 운영(심사받지 않은 물리적 인프라 제외),2023-12-02~2026-12-01
ISMS,ISMS-KISA-2020-209,건설공제조합,"인터넷 조합원 제공 서비스 운영(인터넷창구, 전자계약, 전자서류, 홈페이지)",2023-12-02~2026-12-01
ISMS,ISMS-KISA-2020-208,한림대학교성심병원,의료정보시스템(OCS/EMR) 및 홈페이지/모바일 앱 서비스 운영,2023-12-02~2026-12-01
ISMS,ISMS-KISA-2020-207,(의)삼성의료재단,"의료정보시스템(EMR, OCS) 및 홈페이지 서비스 운영",2023-12-02~2026-12-01
ISMS,ISMS-KISA-2020-206,청오디피케이(주),온라인 주문 서비스 운영(도미노피자),2023-12-02~2026-12-01
ISMS,ISMS-KISA-2020-204,(주)더에스제이,온라인 쇼핑몰 운영(조아맘)(정보통신망법 제47조의7에 따른 인증의 특례),2023-12-02~2026-12-01
ISMS,ISMS-KISA-2020-203,교보디티에스(주),집적정보통신시설(IDC) 운영,2023-12-02~2026-12-01
ISMS,ISMS-KISA-2020-202,한국허벌라이프(주),한국허벌라이프 온라인 쇼핑몰 및 대외서비스 운영,2023-12-02~2026-12-01
ISMS,ISMS-KISA-2020-200,(주)엘지생활건강,LG생활건강 온라인 서비스 운영,2023-12-02~2026-12-01
ISMS-P,ISMS-P-FSI-2020-005,나이스평가정보,"CB, NICE지키미 및 NICE아이디 서비스 (휴대폰 본인확인 수탁업무 제외)",2023-12-01~2026-11-30
ISMS,ISMS-FSI-2020-025,에스케이증권,"트레이딩 시스템 운영(HTS, MTS, 홈페이지)",2023-12-01~2026-11-30
ISMS,ISMS-FSI-2020-022,부산하나로카드,교통카드 관리 서비스 운영,2023-12-01~2026-11-30
ISMS,ISMS-FSI-2020-021,마이비,교통카드 관리 서비스 운영,2023-12-01~2026-11-30
